title_x,author(s)_x,average_rating_x,isbn13,language_code_x,num_pages_x,ratings_count_x,text_reviews_count_x,publication_date_x,publisher_x,title_y,author(s)_y,average_rating_y,language_code_y,num_pages_y,ratings_count_y,text_reviews_count_y,publication_date_y,publisher_y,genres
harry potter y el misterio del príncipe (harry potter  #6),j.k. rowling/gemma rovira ortega,4.57,9788478889938,spa,602,5104,386,2/28/2006,Salamandra,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,spa,602.0,5104.0,386.0,2/28/2006,Salamandra,"['fiction', 'magic', 'witches', 'school stories', 'family', 'fantasy', 'coming of age']"
harry potter y la orden del fénix (harry potter  #5),j.k. rowling,4.49,9788478888849,spa,893,5637,458,2/21/2004,Emece Editores,Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,4.49,spa,893.0,5637.0,458.0,2/21/2004,Emece Editores,"['magic', 'fiction', 'fantasy', 'coming of age', 'school stories', 'family', 'witches', 'witchcraft', 'english literature']"
ultimate unofficial guide to the mysteries of harry potter: analysis of books 1-4,galadriel waters/astre mithrandir,4.05,9780972393614,en-US,412,2774,37,1/1/2003,Wizarding World Press,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,4.05,en-US,412.0,2774.0,37.0,1/1/2003,Wizarding World Press,[]
harrius potter et philosophi lapis,j.k. rowling/peter needham,4.47,9781582348254,lat,249,195,24,7/7/2003,Bloomsbury,Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham,4.47,lat,249.0,195.0,24.0,7/7/2003,Bloomsbury,"['ghosts', 'monsters', 'vampires', 'witches', 'school stories', 'magic', 'fiction', 'alchemy', 'fantasy', 'english literature', 'mystery', 'roman', 'adventure', 'supernatural']"
harry potter and the chamber of secrets (harry potter  #2),j.k. rowling/mary grandpré,4.42,9780439064866,eng,341,2293963,34692,6/2/1999,Arthur A. Levine Books / Scholastic Inc.,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,4.42,eng,341.0,2293963.0,34692.0,6/2/1999,Arthur A. Levine Books / Scholastic Inc.,"['school stories', 'fiction', 'fantasy', 'magic', 'witches', 'witchcraft', 'english literature', 'family', 'juvenile', 'social issues', 'humor', 'adventure']"
harrius potter et camera secretorum,j.k. rowling/peter needham,4.42,9781599900674,lat,277,86,4,12/26/2006,Bloomsbury USA Children's Books,Harrius Potter et Camera Secretorum,J.K. Rowling/Peter Needham,4.42,lat,277.0,86.0,4.0,12/26/2006,Bloomsbury USA Children's Books,"['school stories', 'fiction', 'fantasy', 'magic', 'witches', 'witchcraft', 'english literature', 'family', 'juvenile', 'social issues', 'humor', 'adventure']"
la historia de la familia roccamatio de helsinki,yann martel/bianca southwood,3.48,9788423338665,spa,91,14,2,1/1/2007,Destino Ediciones,La historia de la familia Roccamatio de Helsinki,Yann Martel/Bianca Southwood,3.48,spa,91.0,14.0,2.0,1/1/2007,Destino Ediciones,"['short stories', 'fiction', 'death']"
an instance of the fingerpost,iain pears,3.94,9781573227957,eng,691,19134,1081,4/1/2000,Riverhead Books,An Instance of the Fingerpost,Iain Pears,3.94,eng,691.0,19134.0,1081.0,4/1/2000,Riverhead Books,"['fiction', 'history', 'religion', 'science']"
tears of the giraffe (no. 1 ladies' detective agency  #2),alexander mccall smith,3.96,9780613647908,eng,256,29,9,9/3/2002,Turtleback,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,eng,256.0,29.0,9.0,9/3/2002,Turtleback,"['fiction', 'mystery', 'botswana']"
friends  lovers  chocolate (isabel dalhousie  #2),alexander mccall smith,3.62,9780375422997,eng,261,9901,747,9/20/2005,Pantheon Books,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith,3.62,eng,261.0,9901.0,747.0,9/20/2005,Pantheon Books,"['fiction', 'mystery']"
the right attitude to rain (isabel dalhousie  #3),alexander mccall smith,3.75,9780375423000,eng,276,7776,560,9/19/2006,Pantheon Books,The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith,3.75,eng,276.0,7776.0,560.0,9/19/2006,Pantheon Books,"['fiction', 'mystery']"
the sunday philosophy club (isabel dalhousie  #1),alexander mccall smith,3.36,9781400077090,eng,272,16314,1764,7/12/2005,Anchor,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,eng,272.0,16314.0,1764.0,7/12/2005,Anchor,"['mystery', 'fiction']"
the finer points of sausage dogs (portuguese irregular verbs  #2),alexander mccall smith,3.69,9781400095087,eng,128,4833,479,12/28/2004,Anchor,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,eng,128.0,4833.0,479.0,12/28/2004,Anchor,['fiction']
geisha: the life  the voices  the art,jodi cobb/ian buruma,3.9,9780375701801,eng,128,188,12,10/27/1998,Knopf,Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma,3.9,eng,128.0,188.0,12.0,10/27/1998,Knopf,[]
true believers (gregor demarkian  #17),jane haddam,3.88,9780312982867,eng,432,237,14,4/15/2002,Minotaur Books,True Believers (Gregor Demarkian  #17),Jane Haddam,3.88,eng,432.0,237.0,14.0,4/15/2002,Minotaur Books,['fiction']
at first sight (jeremy marsh & lexie darnell  #2),nicholas sparks,3.82,9780446698467,eng,204,68379,3083,9/5/2006,Grand Central Publishing,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,3.82,eng,204.0,68379.0,3083.0,9/5/2006,Grand Central Publishing,"['fiction', 'romance', 'mystery']"
the guardian,nicholas sparks,4.15,9780446696111,eng,400,148042,4193,4/1/2005,Grand Central Publishing,The Guardian,Nicholas Sparks,4.15,eng,400.0,148042.0,4193.0,4/1/2005,Grand Central Publishing,"['fiction', 'romance']"
wokini: a lakota journey to happiness and self-understanding,billy mills/nicholas sparks,3.57,9781561706600,eng,175,253,21,6/1/2003,Hay House,Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks,3.57,eng,175.0,253.0,21.0,6/1/2003,Hay House,[]
the notebook (the notebook  #1),nicholas sparks,4.09,9780553816716,eng,214,1090603,15272,7/5/2004,Bantam,The Notebook (The Notebook  #1),Nicholas Sparks,4.09,eng,214.0,1090603.0,15272.0,7/5/2004,Bantam,['romance']
à tout jamais,nicholas sparks,4.17,9782266111102,fre,214,186,22,11/21/2002,Pocket,À tout jamais,Nicholas Sparks,4.17,fre,214.0,186.0,22.0,11/21/2002,Pocket,['fiction']
weg der träume,nicholas sparks/maja ueberle-pfaff,4.03,9783453861909,ger,352,8,2,4/1/2003,Heyne,Weg der Träume,Nicholas Sparks/Maja Ueberle-Pfaff,4.03,ger,352.0,8.0,2.0,4/1/2003,Heyne,[]
noches de tormenta,nicholas sparks/isabel margelí,3.84,9788496544147,spa,190,22,5,6/1/2006,Roca Editorial,Noches de tormenta,Nicholas Sparks/Isabel Margelí,3.84,spa,190.0,22.0,5.0,6/1/2006,Roca Editorial,[]
true believer,nicholas sparks,3.8,9780446532433,en-US,322,896,77,7/1/2009,Warner Books,True Believer,Nicholas Sparks,3.8,en-US,322.0,896.0,77.0,7/1/2009,Warner Books,"['ghost stories', 'science fiction', 'fiction']"
the patron saint of liars,ann patchett,3.8,9781841150505,eng,352,25342,2493,4/1/2003,HarperCollins Publishers,The Patron Saint of Liars,Ann Patchett,3.8,eng,352.0,25342.0,2493.0,4/1/2003,HarperCollins Publishers,[]
because it is bitter  and because it is my heart,joyce carol oates,3.89,9780452265813,eng,416,2690,133,3/30/1991,Plume,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,eng,416.0,2690.0,133.0,3/30/1991,Plume,['fiction']
the female of the species: tales of mystery and suspense,joyce carol oates,3.62,9780156030274,eng,275,1009,109,1/15/2007,Mariner Books,The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,3.62,eng,275.0,1009.0,109.0,1/15/2007,Mariner Books,"['fiction', 'short stories', 'collections']"
the falls,joyce carol oates,3.58,9780060722296,eng,512,8278,748,8/2/2005,Harper Perennial,The Falls,Joyce Carol Oates,3.58,eng,512.0,8278.0,748.0,8/2/2005,Harper Perennial,"['fiction', 'historical fiction', 'science']"
the assignation: stories,joyce carol oates,3.8,9780880014403,eng,208,337,23,8/1/1996,PerfectBound,The Assignation: Stories,Joyce Carol Oates,3.8,eng,208.0,337.0,23.0,8/1/1996,PerfectBound,"['fiction', 'short stories']"
the gravedigger's daughter,joyce carol oates,3.55,9780061236822,eng,582,7518,860,5/29/2007,Ecco,The Gravedigger's Daughter,Joyce Carol Oates,3.55,eng,582.0,7518.0,860.0,5/29/2007,Ecco,"['fiction', 'family', 'roman']"
middle age: a romance,joyce carol oates,3.58,9780060934903,eng,480,1650,199,10/1/2002,Ecco,Middle Age: A Romance,Joyce Carol Oates,3.58,eng,480.0,1650.0,199.0,10/1/2002,Ecco,['fiction']
black water,joyce carol oates,3.54,9780452269866,eng,160,5513,484,5/1/1993,Plume,Black Water,Joyce Carol Oates,3.54,eng,160.0,5513.0,484.0,5/1/1993,Plume,"['fiction', 'death', 'united states']"
blonde,joyce carol oates/claude seban,3.99,9782253152859,fre,1110,6903,522,4/30/2002,Le Livre de Poche,Blonde,Joyce Carol Oates/Claude Seban,3.99,fre,1110.0,6903.0,522.0,4/30/2002,Le Livre de Poche,['fiction']
the museum of dr. moses: tales of mystery and suspense,joyce carol oates,3.4,9780151015313,en-US,229,778,122,8/6/2007,Houghton Mifflin Harcourt,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,en-US,229.0,778.0,122.0,8/6/2007,Houghton Mifflin Harcourt,[]
a garden of earthly delights (wonderland quartet  #1),joyce carol oates/elaine showalter,3.84,9780812968347,eng,406,1448,138,4/22/2003,Modern Library,A Garden of Earthly Delights (Wonderland Quartet  #1),Joyce Carol Oates/Elaine Showalter,3.84,eng,406.0,1448.0,138.0,4/22/2003,Modern Library,"['fiction', 'literature', 'psychology']"
paradise lost,john milton/john      leonard,3.82,9780140424393,eng,453,113473,2598,2/27/2003,Penguin Classics,Paradise Lost,John Milton/John      Leonard,3.82,eng,453.0,113473.0,2598.0,2/27/2003,Penguin Classics,"['biography', 'poetry', 'religion']"
paradise lost,john milton/philip pullman,3.82,9780192806192,eng,374,269,29,9/15/2005,Oxford University Press,Paradise Lost,John Milton/Philip Pullman,3.82,eng,374.0,269.0,29.0,9/15/2005,Oxford University Press,"['biography', 'poetry', 'religion']"
paradise lost,john milton/gordon teskey,3.82,9780393924282,eng,590,1909,120,12/15/2004,W. W. Norton & Company,Paradise Lost,John Milton/Gordon Teskey,3.82,eng,590.0,1909.0,120.0,12/15/2004,W. W. Norton & Company,[]
paradise (second opportunities  #1),judith mcnaught,4.31,9780743474160,eng,709,27430,1132,7/1/2003,Pocket Books,Paradise (Second Opportunities  #1),Judith McNaught,4.31,eng,709.0,27430.0,1132.0,7/1/2003,Pocket Books,['fiction']
last train to paradise: henry flagler and the spectacular rise and fall of the railroad that crossed an ocean,les standiford,4.03,9781400049479,eng,288,1776,282,8/5/2003,Broadway Books,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,4.03,eng,288.0,1776.0,282.0,8/5/2003,Broadway Books,"['nonfiction', 'history']"
milton's paradise lost,john milton/gustave doré,3.82,9781841932514,eng,384,118,10,8/14/2008,Booksales,Milton's Paradise Lost,John Milton/Gustave Doré,3.82,eng,384.0,118.0,10.0,8/14/2008,Booksales,"['biography', 'poetry', 'religion']"
the trouble with the pears: an intimate portrait of erzsebet bathory,gia bathory al babel,2.55,9781425910396,eng,272,33,7,2/14/2006,Authorhouse,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,2.55,eng,272.0,33.0,7.0,2/14/2006,Authorhouse,['biography']
mary queen of scotland and the isles,margaret george,4.05,9780312155858,eng,870,11523,507,4/15/1997,St. Martin's Griffin,Mary Queen of Scotland and The Isles,Margaret George,4.05,eng,870.0,11523.0,507.0,4/15/1997,St. Martin's Griffin,"['fiction', 'history']"
when the elephants dance,tess uriza holthe,4.03,9780142002889,en-US,368,2627,382,6/24/2003,Penguin Books,When the Elephants Dance,Tess Uriza Holthe,4.03,en-US,368.0,2627.0,382.0,6/24/2003,Penguin Books,"['literature', 'historical fiction', 'fiction', 'history']"
a thread of grace,mary doria russell,4.02,9780449004135,eng,442,11782,1332,12/6/2005,Ballantine Books,A Thread of Grace,Mary Doria Russell,4.02,eng,442.0,11782.0,1332.0,12/6/2005,Ballantine Books,['fiction']
the piano shop on the left bank: discovering a forgotten passion in a paris atelier,thad carhart,3.95,9780375758621,eng,281,4151,521,3/12/2002,Random House Trade,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart,3.95,eng,281.0,4151.0,521.0,3/12/2002,Random House Trade,"['nonfiction', 'music', 'history']"
the dive from clausen's pier,ann packer,3.42,9780375727139,eng,432,19844,1747,4/8/2003,Vintage,The Dive From Clausen's Pier,Ann Packer,3.42,eng,432.0,19844.0,1747.0,4/8/2003,Vintage,['fiction']
a dubious codicil,michael wharton,3.25,9780701130640,eng,224,3,0,3/15/1991,Random House UK Distribution,A Dubious Codicil,Michael Wharton,3.25,eng,224.0,3.0,0.0,3/15/1991,Random House UK Distribution,['biography']
the awakening and selected stories,kate chopin/cynthia brantley johnson/alyssa  harad,3.92,9780743487672,eng,296,9459,194,7/1/2004,Simon  Schuster,The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,3.92,eng,296.0,9459.0,194.0,7/1/2004,Simon  Schuster,"['literary fiction', 'fiction', 'psychology', 'classic literature', 'short stories']"
complete novels and stories,kate chopin/sandra m. gilbert,4.28,9781931082211,eng,1075,506,24,9/30/2002,Library of America,Complete Novels and Stories,Kate Chopin/Sandra M. Gilbert,4.28,eng,1075.0,506.0,24.0,9/30/2002,Library of America,"['fiction', 'short stories', 'divorce', 'literature', 'classic literature', 'literary fiction', 'psychology']"
beowulf & grendel: the truth behind england's oldest legend,john grigsby,3.57,9781842931530,en-US,246,47,11,10/10/2005,Watkins Publishing,Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,3.57,en-US,246.0,47.0,11.0,10/10/2005,Watkins Publishing,[]
grendel: devil by the deed,matt wagner/rich rankin/chris pitzer/diana schutz,4.08,9781593077365,eng,48,539,29,3/27/2007,Dark Horse Comics,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,eng,48.0,539.0,29.0,3/27/2007,Dark Horse Comics,['graphic novels']
fuselfieber,david sedaris/harry rowohlt,3.79,9783453198258,ger,320,14,0,4/1/2002,Diana TB,Fuselfieber,David Sedaris/Harry Rowohlt,3.79,ger,320.0,14.0,0.0,4/1/2002,Diana TB,"['short stories', 'nonfiction', 'fiction', 'essays']"
mi vida en rose,david sedaris,3.99,9788497934909,spa,240,5,2,11/15/2004,Debolsillo,Mi vida en rose,David Sedaris,3.99,spa,240.0,5.0,2.0,11/15/2004,Debolsillo,"['young adult', 'juvenile', 'nonfiction', 'biography', 'humor', 'essays']"
a dance to the music of time: 4th movement (a dance to the music of time  #10-12),anthony powell,4.22,9780226677187,eng,793,1145,77,5/31/1995,University of Chicago Press,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,eng,793.0,1145.0,77.0,5/31/1995,University of Chicago Press,[]
anthony powell: a life,michael   barber,3.72,9781585677108,eng,352,39,8,12/27/2005,Harry N. Abrams,Anthony Powell: A Life,Michael   Barber,3.72,eng,352.0,39.0,8.0,12/27/2005,Harry N. Abrams,['biography']
a dance to the music of time: 1st movement (a dance to the music of time  #1-3),anthony powell,3.95,9780226677149,eng,718,3817,271,5/31/1995,University of Chicago Press,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,3.95,eng,718.0,3817.0,271.0,5/31/1995,University of Chicago Press,['fiction']
a dance to the music of time: 3rd movement (a dance to the music of time  #7-9),anthony powell,4.26,9780226677170,eng,715,1289,83,5/31/1995,University of Chicago Press,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,eng,715.0,1289.0,83.0,5/31/1995,University of Chicago Press,[]
a dance to the music of time: 2nd movement (a dance to the music of time  #4-6),anthony powell,4.29,9780226677163,eng,722,1237,87,6/15/1995,University of Chicago Press,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,4.29,eng,722.0,1237.0,87.0,6/15/1995,University of Chicago Press,[]
titan: the life of john d. rockefeller  sr.,ron chernow,4.2,9781400077304,eng,832,15971,812,3/30/2004,Vintage,Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.2,eng,832.0,15971.0,812.0,3/30/2004,Vintage,['biography']
alexander hamilton,ron chernow,4.23,9780143034759,eng,818,97099,6149,3/29/2005,Penguin Books,Alexander Hamilton,Ron Chernow,4.23,eng,818.0,97099.0,6149.0,3/29/2005,Penguin Books,"['biography', 'history', 'nonfiction', 'government', 'adult', 'historical']"
the house of morgan: an american banking dynasty and the rise of modern finance,ron chernow,4.07,9780802138293,eng,812,5110,281,9/20/2001,Grove Press,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,eng,812.0,5110.0,281.0,9/20/2001,Grove Press,['history']
ego and hubris: the michael malice story,harvey pekar/gary dumm,3.67,9780345479396,eng,160,390,57,4/11/2006,Ballantine Books,Ego and Hubris: The Michael Malice Story,Harvey Pekar/Gary Dumm,3.67,eng,160.0,390.0,57.0,4/11/2006,Ballantine Books,['graphic novels']
empire of the senseless,kathy acker,3.49,9780802131799,eng,240,1487,78,1/13/1994,Grove Press,Empire of the Senseless,Kathy Acker,3.49,eng,240.0,1487.0,78.0,1/13/1994,Grove Press,['fiction']
great expectations,kathy acker,3.59,9780802131553,eng,128,740,38,1/18/1994,Grove Press,Great Expectations,Kathy Acker,3.59,eng,128.0,740.0,38.0,1/18/1994,Grove Press,['fiction']
desert queen: the extraordinary life of gertrude bell: adventurer  adviser to kings  ally of lawrence of arabia,janet wallach,3.92,9781400096190,eng,464,2944,499,7/12/2005,Anchor,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,3.92,eng,464.0,2944.0,499.0,7/12/2005,Anchor,"['biography', 'history']"
queen of the scene,queen latifah/frank morrison,4.06,9780060778569,en-US,32,94,18,9/26/2006,HarperCollins,Queen of the Scene,Queen Latifah/Frank Morrison,4.06,en-US,32.0,94.0,18.0,9/26/2006,HarperCollins,['fiction']
the red queen: sex and the evolution of human nature,matt ridley,4.04,9780060556570,eng,405,13491,506,4/29/2003,Harper Perennial (HarperCollins),The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,4.04,eng,405.0,13491.0,506.0,4/29/2003,Harper Perennial (HarperCollins),[]
the sweet potato queens' big-ass cookbook (and financial planner),jill conner browne,4.02,9780609808771,en-US,288,1958,142,1/7/2003,Three Rivers Press (CA),The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,4.02,en-US,288.0,1958.0,142.0,1/7/2003,Three Rivers Press (CA),"['humor', 'nonfiction', 'cooking']"
dairy queen (dairy queen  #1),catherine gilbert murdock,3.74,9780618683079,eng,275,25441,2241,5/22/2006,Houghton Mifflin,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,eng,275.0,25441.0,2241.0,5/22/2006,Houghton Mifflin,"['football', 'fiction']"
sex with the queen: 900 years of vile kings  virile lovers  and passionate politics,eleanor herman,3.91,9780060846732,en-US,336,3808,315,4/11/2006,William Morrow,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,en-US,336.0,3808.0,315.0,4/11/2006,William Morrow,"['nonfiction', 'biography', 'history']"
the boleyn inheritance (the plantagenet and tudor novels  #10),philippa gregory,3.87,9780743272506,eng,518,68763,3394,12/5/2006,Atria Books,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,eng,518.0,68763.0,3394.0,12/5/2006,Atria Books,"['history', 'historical fiction', 'fiction']"
the constant princess (the plantagenet and tudor novels  #6),philippa gregory,3.9,9780743272490,eng,390,136931,3915,9/6/2006,Washington Square Press,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,eng,390.0,136931.0,3915.0,9/6/2006,Washington Square Press,"['fiction', 'history', 'historical fiction']"
the favored child (the wideacre trilogy  #2),philippa gregory,3.62,9780743249300,eng,624,9643,451,7/2/2003,Washington Square Press,The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,3.62,eng,624.0,9643.0,451.0,7/2/2003,Washington Square Press,"['fiction', 'history']"
the virgin's lover (the plantagenet and tudor novels  #13),philippa gregory,3.71,9780743269261,eng,441,43749,1967,9/7/2005,Washington Square Press,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,3.71,eng,441.0,43749.0,1967.0,9/7/2005,Washington Square Press,"['fiction', 'history', 'historical fiction']"
virgin earth  (tradescant  #2),philippa gregory,3.62,9780743272537,en-US,661,4469,272,4/5/2006,Washington Square Press,Virgin Earth  (Tradescant  #2),Philippa Gregory,3.62,en-US,661.0,4469.0,272.0,4/5/2006,Washington Square Press,"['fiction', 'history']"
the wise woman,philippa gregory,3.32,9780006514640,eng,640,6774,529,2/1/2002,HarperCollins Publishers,The Wise Woman,Philippa Gregory,3.32,eng,640.0,6774.0,529.0,2/1/2002,HarperCollins Publishers,"['fiction', 'history', 'witches', 'witchcraft']"
meridon (the wideacre trilogy  #3),philippa gregory,3.68,9780743249317,eng,569,8842,380,7/2/2003,Washington Square Press,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,eng,569.0,8842.0,380.0,7/2/2003,Washington Square Press,['fiction']
the little house,philippa gregory,3.68,9780006496434,eng,368,1910,237,2/1/1998,HarperCollins Publishers,The Little House,Philippa Gregory,3.68,eng,368.0,1910.0,237.0,2/1/1998,HarperCollins Publishers,[]
wideacre  (the wideacre trilogy  #1),philippa gregory,3.3,9780743249294,eng,656,18944,1547,7/2/2003,Washington Square Press,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,eng,656.0,18944.0,1547.0,7/2/2003,Washington Square Press,"['gothic', 'fiction']"
un café lejos de aquí,z.z. packer/maría pérez lópez de heredia,3.84,9788496454330,spa,283,8,0,7/1/2006,Tropismos,Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia,3.84,spa,283.0,8.0,0.0,7/1/2006,Tropismos,[]
you can't be neutral on a moving train: a personal history of our times,howard zinn,4.3,9780807071274,eng,214,2543,141,9/5/2002,Beacon Press,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,eng,214.0,2543.0,141.0,9/5/2002,Beacon Press,"['philosophy', 'biography', 'history']"
declarations of independence: cross-examining american ideology,howard zinn,4.26,9780060921088,eng,341,732,25,10/23/1991,Harper Perennial,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,eng,341.0,732.0,25.0,10/23/1991,Harper Perennial,"['philosophy', 'political science']"
citas celestiales,alexander mccall smith/marta torent lópez de lamadrid,3.16,9788489367159,spa,190,1,0,11/1/2006,Umbriel,Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,3.16,spa,190.0,1.0,0.0,11/1/2006,Umbriel,['fiction']
ella minnow pea: a novel in letters,mark dunn,3.85,9780385722438,eng,208,23926,4356,9/17/2002,Anchor,Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,eng,208.0,23926.0,4356.0,9/17/2002,Anchor,"['fiction', 'fantasy']"
daisy miller and other stories,henry james/jean gooder,3.52,9780192835437,eng,352,558,40,11/19/1998,Oxford University Press,Daisy Miller and Other Stories,Henry James/Jean Gooder,3.52,eng,352.0,558.0,40.0,11/19/1998,Oxford University Press,['fiction']
the turn of the screw/daisy miller,henry james,3.61,9780440391548,eng,192,959,55,8/1/1954,Laurel,The Turn of the Screw/Daisy Miller,Henry James,3.61,eng,192.0,959.0,55.0,8/1/1954,Laurel,"['horror', 'fiction', '19th century', 'supernatural', 'ghost stories']"
the hot zone: the terrifying true story of the origins of the ebola virus,richard preston,4.12,9780385495226,eng,352,85408,4334,6/15/1999,Anchor Books,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,eng,352.0,85408.0,4334.0,6/15/1999,Anchor Books,['animals']
the hot zone: the chilling true story of an ebola outbreak,richard   preston,4.12,9780552143035,eng,384,163,26,8/1/1995,Corgi,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,eng,384.0,163.0,26.0,8/1/1995,Corgi,['animals']
gardening with a wild heart: restoring california's native landscapes at home,judith larner lowry,4.29,9780520251748,eng,267,12,2,3/19/2007,University of California Press,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,4.29,eng,267.0,12.0,2.0,3/19/2007,University of California Press,['architecture']
teacher's pet (wild at heart  #7),laurie halse anderson,4.05,9781584850557,en-US,128,170,5,12/31/2001,American Girl Publishing Inc,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,4.05,en-US,128.0,170.0,5.0,12/31/2001,American Girl Publishing Inc,"['fiction', 'dogs', 'school stories']"
homeless (wild at heart  #2),laurie halse anderson/mark salisbury,4.06,9781584850458,eng,126,415,32,6/29/2000,American Girl Publishing Inc,Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,4.06,eng,126.0,415.0,32.0,6/29/2000,American Girl Publishing Inc,"['fiction', 'cats']"
hear the wind blow,mary downing hahn,4.07,9780618181902,eng,224,266,45,5/19/2003,Clarion Books,Hear the Wind Blow,Mary Downing Hahn,4.07,eng,224.0,266.0,45.0,5/19/2003,Clarion Books,"['fiction', 'survival', 'history', 'historical fiction']"
case histories (jackson brodie #1),kate atkinson,3.83,9780316010702,eng,389,67271,5246,10/17/2005,Back Bay Books,Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,eng,389.0,67271.0,5246.0,10/17/2005,Back Bay Books,"['mystery', 'fiction', 'short stories']"
three case histories,sigmund freud/philip rieff,3.9,9780684829456,eng,282,622,21,11/1/1996,Touchstone,Three Case Histories,Sigmund Freud/Philip Rieff,3.9,eng,282.0,622.0,21.0,11/1/1996,Touchstone,['psychoanalysis']
michael tolliver lives (tales of the city  #7),armistead maupin,3.93,9780060761356,en-US,277,583,82,6/12/2007,Harper,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,en-US,277.0,583.0,82.0,6/12/2007,Harper,"['fiction', 'literature', 'sexuality']"
back to barbary lane: the tales of the city omnibus (tales of the city  #4-6),armistead maupin,4.44,9780060166496,eng,720,514,11,11/26/1991,Harper,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,4.44,eng,720.0,514.0,11.0,11/26/1991,Harper,['fiction']
the intuitionist,colson whitehead,3.68,9780385493000,eng,255,7473,903,1/4/1999,Anchor Books,The Intuitionist,Colson Whitehead,3.68,eng,255.0,7473.0,903.0,1/4/1999,Anchor Books,['fiction']
john henry days,colson whitehead,3.65,9780385498203,eng,400,1940,186,5/14/2002,Anchor,John Henry Days,Colson Whitehead,3.65,eng,400.0,1940.0,186.0,5/14/2002,Anchor,['fiction']
